ID,TYPE_NAME,PURITY,CATEGORY,BRAND,IS_DELETED
1944,Vàng SJC 5 chỉ,99.99%,Bar Gold,SJC,1
1947,Vàng trang sức,99.99%,Jewelry,PHÚ QUÝ,1
1957,Phú quý 1 lượng 99.9,99.99%,Bar Gold,PHÚ QUÝ,1
1958,Vàng phi SJC,99.99%,Bar Gold,PHÚ QUÝ,1
1963,- BÁN LẺ DOJI,99.99%,Bar Gold,DOJI,1
2164,"Vàng nhẫn SJC 1 chỉ, 2 chỉ, 5 chỉ",99.99,ring,SJC,0
2170,VÀNG MIẾNG SJC,Unknown,gold_bar,BTMC,0
2179,Nhẫn tròn Phú Quý,99.99,ring,Phú Quý,0
2180,Vàng miếng SJC,Unknown,gold_bar,Phú Quý,0
2187,Nữ trang,41.7,jewelry,SJC,0
544,"Vàng nhẫn SJC 0.5 chỉ, 0.3 chỉ",99.99%,Ring,SJC,0
550,Nữ trang,61.00%,Jewelry,SJC,0
551,Vàng SJC 5 chỉ,99.99%,Bar Gold,SJC,0
556,Nhẫn tròn Phú Quý,99.99%,Ring,PHÚ QUÝ,0
562,Nữ trang,99.99%,Jewelry,SJC,0
564,- BÁN LẺ DOJI,99.99%,Bar Gold,DOJI,0
567,Vàng phi SJC,99.99%,Bar Gold,PHÚ QUÝ,1
842,Vàng SJC 5 chỉ,99.99%,Bar Gold,SJC,1
848,"Vàng nhẫn SJC 0.5 chỉ, 0.3 chỉ",99.99%,Ring,SJC,1
854,Nữ trang,75.00%,Jewelry,SJC,1
865,VÀNG MIẾNG VRTL BẢO TÍN MINH CHÂU,99.99%,Bar Gold,BTMC,1
867,Nữ trang,68.00%,Jewelry,SJC,1
1065,Vàng trang sức 99,99.99%,Jewelry,PHÚ QUÝ,1
1069,VÀNG MIẾNG SJC,99.99%,Bar Gold,BTMC,1
1080,Vàng trang sức 999,99.99%,Jewelry,PHÚ QUÝ,1
1085,NHẪN TRÒN TRƠN BẢO TÍN MINH CHÂU,99.99%,Ring,BTMC,1
1284,"Vàng nhẫn SJC 1 chỉ, 2 chỉ, 5 chỉ",99.99%,Ring,SJC,1
1292,Nữ trang,61.00%,Jewelry,SJC,1
1295,Vàng trang sức 999,99.99%,Jewelry,PHÚ QUÝ,1
1303,Thần tài Phú Quý,99.99%,Gift,PHÚ QUÝ,1
1309,Vàng phi SJC,99.99%,Bar Gold,PHÚ QUÝ,1
1508,QUÀ MỪNG BẢN VỊ VÀNG BẢO TÍN MINH CHÂU,99.99%,Bar Gold,BTMC,1
1511,Vàng SJC 5 chỉ,99.99%,Bar Gold,SJC,1
1516,Phú quý 1 lượng 99.9,99.99%,Bar Gold,PHÚ QUÝ,1
1517,Vàng phi SJC,99.99%,Bar Gold,PHÚ QUÝ,1
1523,VÀNG MIẾNG VRTL BẢO TÍN MINH CHÂU,99.99%,Bar Gold,BTMC,1
1723,Vàng trang sức 99,99.99%,Jewelry,PHÚ QUÝ,1
1727,Nữ trang,58.30%,Jewelry,SJC,1
1732,TRANG SỨC VÀNG RỒNG THĂNG LONG 99.9,99.99%,Jewelry,BTMC,1
1734,"Vàng SJC 0.5 chỉ, 1 chỉ, 2 chỉ",99.99%,Bar Gold,SJC,1
1738,Nữ trang,99.99%,Jewelry,SJC,1
1743,- BÁN LẺ DOJI,99.99%,Bar Gold,DOJI,1
1749,Nữ trang,68.00%,Jewelry,SJC,1
1941,"Vàng SJC 1L, 10L, 1KG",99.99%,Bar Gold,SJC,1
1946,VÀNG MIẾNG SJC,99.99%,Bar Gold,BTMC,1
1951,"Vàng nhẫn SJC 0.5 chỉ, 0.3 chỉ",99.99%,Ring,SJC,1
1953,Nhẫn tròn Phú Quý,99.99%,Ring,PHÚ QUÝ,1
1960,Nữ trang,99.99%,Jewelry,SJC,1
1964,VÀNG MIẾNG VRTL BẢO TÍN MINH CHÂU,99.99%,Bar Gold,BTMC,1
1966,Nữ trang,99.00%,Jewelry,SJC,1
2166,QUÀ MỪNG BẢN VỊ VÀNG BẢO TÍN MINH CHÂU,Unknown,other,BTMC,0
2182,VÀNG MIẾNG VRTL BẢO TÍN MINH CHÂU,Unknown,gold_bar,BTMC,0
